Latest_calibration_year,vmThresh,fricExp,mu_scale,stiff_scale,gamma0,melt_flux
2030.0,2029.6066600395643,0.011298109831811287,0.011683104611944578,0.016424080265782154,0.2831823881921465,0.4731026412221837
2045.0,4980.547474340201,0.022268199976901992,0.056626128885548355,0.05641862063558978,0.647553357325126,1.002263437117282
2060.0,5029.582452527411,0.023264636475086753,0.06793190826991266,0.060971312457027305,0.5460370335079483,1.7812439565987006
2075.0,5886.655705876226,0.02780122789603154,0.08117874942752831,0.06558482895626025,0.35752921164195883,3.2610600313836997
2090.0,6233.563124083801,0.03497641875061572,0.07723549366201948,0.07032325943318901,0.34759870188806175,4.559142563526091
2105.0,6406.977788693261,0.04632309948682793,0.10635228803886904,0.07031935716379942,0.4862227156452923,5.546540492183386
2120.0,6184.052443658486,0.051139105117681105,0.1118375023083403,0.07728038775848386,0.4025106938551378,5.331451847557204
2135.0,5370.27043177262,0.057368971952814624,0.1137202140596941,0.07415947507524911,0.39367873289158706,4.80533751284791
2150.0,5836.934569843514,0.05532971948639956,0.11904986888672954,0.0834563332971428,0.3822985184219826,4.731103013838023
2165.0,7043.8823430865195,0.05735915297265044,0.11103525044583863,0.07785735567865702,0.5385443768754603,4.066002289426706
2180.0,5667.738298296856,0.06999480425121739,0.10301592979837015,0.07084191559544602,0.5352892854245355,3.8983989131864725
2195.0,5543.098626218685,0.06301784136143367,0.09003157665656968,0.06238480050522441,0.33287989977850163,3.8700760315457963
2210.0,5637.544930426244,0.053036768183139855,0.06450515989404522,0.06693415690719413,0.3246234526610354,4.628234041877047
2225.0,6327.310100717237,0.023024991838030123,0.05880096745321048,0.06587944701550448,0.27556725262945136,4.97608082589996
2240.0,6408.348339859353,0.014472542592563902,0.06559831917679512,0.068241979994117,0.2582971901269062,4.678933856782454
2255.0,6146.844601777724,0.0123314857640301,0.06295724955683463,0.06210371600582723,0.2523872045064557,4.569379320174953
2270.0,5838.582825296966,0.0101793242770097,0.06032967121893084,0.06129380343890868,0.2647735085094443,4.265563061804805
2285.0,6336.798747163375,0.010888815029316278,0.059038784010849256,0.058420889210752405,0.2577790184901819,4.257083706445808
2300.0,6279.071798975747,0.010125209329858683,0.05740310357936907,0.05060607120467251,0.24960253657367554,4.160359370867543
