,vmThresh,fricExp,mu_scale,stiff_scale,gamma0,melt_flux
21,117560.55301055312,0.27498712800865993,1.0593572426587343,0.9293956447392702,216687.15768003836,43.94773027260965
22,140934.18430536985,0.14825048241807148,1.021731672808528,1.1708072029054164,291813.8013546169,31.271608073912542
23,162052.4805225432,0.2980188936100807,1.1202657580375672,1.0123188335448503,93692.41258619353,35.44864442990543
24,133799.28285256028,0.2756159460099321,0.8146429333835841,0.9880858503282071,405423.06519117206,43.704912682539714
25,103272.15140685439,0.2513665446978994,0.9505514517426491,1.0709809236228467,254476.96221016347,40.246275514727564
26,167946.54961675406,0.12361452352968977,1.1403654016554357,0.9019273195415736,176912.78270630166,17.740334582126817
27,124683.22545289993,0.16893025936434977,0.8520174618810415,1.1122978139668702,106790.8505413495,32.92155539301267
28,145949.4207240641,0.32271493312208915,1.0387063089758157,0.8680212415754796,440171.36385932565,56.55990099268329
29,166882.86589458585,0.1637146395225264,1.0301807519048451,0.9870699558407068,303959.90721462294,39.13903259981006
30,110146.32342383265,0.12158809001735413,0.9684520162642002,1.1771274734288455,374421.30764370784,57.66010837564128
31,139221.96079045534,0.25342759454119024,1.1285157099366188,0.8453786529600621,40984.66001197696,34.788441866258886
32,151470.3405275941,0.24276461114942097,0.9060226187109948,0.9232281528413295,74718.93504377455,18.96232467743833
33,129227.89745032787,0.2959793326727115,0.9982547163963318,0.8867493692785502,341452.2920081578,29.42049700401658
34,101859.38907787204,0.15351559749818408,0.8999198537319899,0.9456441946327686,27929.126104339957,36.6029857875035
35,159760.31471043825,0.2619888565410581,0.8373492527753115,1.1542448911815881,421212.0223772712,27.031456376336553
36,132294.17132213712,0.18388170653266833,0.9358863554894924,1.0125253595411778,165359.99692287296,45.766290599475184
37,117268.87442171574,0.3077598000179418,1.1741741389036178,0.9567528177052737,264467.1551513113,22.144626182580403
38,145012.85647973418,0.3059271962718666,0.987238935008645,1.0003303967416286,362426.8514008261,25.382810793981175
39,128769.89629119635,0.18575184589173646,1.1224247958511113,0.9693384114652872,54334.321773462,48.24413420516945
40,173601.85265541077,0.11126986049168744,0.8855829663574696,1.1664397675544023,215020.54160092026,41.32878537568533
41,160840.39762616158,0.15164738346581347,1.0615193523466586,1.0895635638386012,133173.99906106293,57.0894342797696
42,116603.83205860853,0.19741927265621723,0.9496134158223868,0.8995544958859683,92007.775157094,38.301810868589705
43,166217.728164047,0.2868173196321726,0.8561083287000657,0.8693170819431544,15934.644079841673,23.389212843852324
44,82344.7273299098,0.20486526895713061,1.0412591896951198,1.1000652126967907,399912.19609426335,45.85480019551102
45,138312.3929798603,0.1303267771742586,0.9546392928808928,0.9108380593359471,329908.4159217216,50.89035142275488
46,150377.95186042786,0.1197768343632389,1.1802896361798048,0.833159276098013,248977.06061294302,37.80258704788634
47,111962.25184947252,0.3244710166491289,0.8006358742713928,1.124883121624589,298449.08538401127,35.98946320510508
48,134452.21392437816,0.16721146111437118,1.0904724292457104,0.8558265648782254,231839.0850665234,13.149949008456671
49,89428.32427099347,0.12548455858211965,0.9023009639233351,1.0583955235779285,42880.49356890842,31.762317449101108
50,156010.0830346346,0.2495338227376342,1.1890126068145035,0.9141221005469561,372740.74027247727,54.99888650123929
51,146419.53391954303,0.21419740764577874,0.8632674656808377,0.9756712473928928,150570.05417535082,29.063514863301716
52,124042.49880462885,0.2774503707760666,1.0280430763959885,1.0441145945340395,278576.5250973031,51.889841616006514
53,96814.78712707758,0.29994589399454186,0.9317740742117167,0.9555057816207408,182661.01412339136,55.331677397808924
54,139817.4799233675,0.2730618443376198,0.8958045467734337,1.0854762755334377,118222.34112361446,47.20118349837818
55,106402.2727496922,0.10191648323304951,1.0076153703033923,0.9420053664594888,426483.53494595736,23.593989680674635
56,125465.76319262385,0.31233694871373474,0.8775724694132805,0.9043038967996836,444315.7883715816,40.64329790730724
57,170288.24912384152,0.27021088249598635,1.1144196722656488,1.1064711708575488,283627.80508155003,56.096384180735434
58,157463.10057118535,0.22968383943283,0.9384779337793588,1.0374227855354548,322205.8958587609,42.97246499961542
59,91317.74298846722,0.1452971310072858,1.1518499311059713,0.9931953303515911,223176.2560762465,20.493286980154203
60,136149.37487989664,0.19112509196951988,0.8401423074305058,1.1957032538950443,65989.63975690305,24.435894582132104
61,85757.16746971011,0.28040631898753343,0.9587435472756625,1.1729243867099286,98724.76886387914,54.190545212357414
62,162827.7701511979,0.21127168010968717,1.1438943099230527,0.8046732041984797,432238.8249399699,30.93434690177116
63,107852.23834216595,0.13678926705242134,0.8570822022855282,1.00640073902905,246213.74483915046,12.50873784173649
64,141709.95058491826,0.23822285630364903,1.0453580647706986,0.9629819013178349,168726.7855738476,35.410287277089076
65,131502.09721177816,0.3327574019729067,0.9095240969210864,0.8204826019704342,274004.30235408247,26.446836624757093
66,99510.15517115593,0.24024929329287262,0.8736155778169632,1.1377540938556194,382600.2431913838,29.850410001848864
67,171902.40735188127,0.13472821373224259,1.035266187041998,0.882030663266778,49254.89771718159,52.44083670794409
68,126878.1872652471,0.2060196959314961,0.9719604205340147,1.079070984199643,234489.95002271608,37.16165575772573
69,143557.54863470793,0.2856219353524689,1.1367359388619662,0.948124585300684,312033.0350079015,13.506461949832795
70,149117.95968189836,0.15829539899799974,0.9300128396600484,1.1183733560144902,414715.87614648044,48.999985510872364
71,121513.2574737072,0.21672038160957396,1.166762626543641,0.8618411172181368,117387.65699027106,26.152294448516734
72,109363.02274465561,0.26494577089276167,0.9923881266266108,0.9816614512354136,36108.06251140311,16.058480197680417
73,136879.2120553553,0.11003531037315727,1.10419885776937,1.03762930855155,394832.74539697915,38.8573660013665
74,130386.12401112914,0.26532951045143416,1.0771965704858304,1.1865162983536721,360888.78933701664,51.50610723065
75,143111.0548041761,0.21810234960376285,0.8515464715659619,1.0570904105901717,455896.57384999096,35.587508489238104
76,128107.05464333296,0.1568858397249412,1.0397610068321228,0.9138669844716788,89934.72134603187,12.083464493068687
77,170771.95897698402,0.19855579039810228,0.953012378886342,1.1222346644848584,135162.62924989685,31.40329744413206
78,121167.1050824225,0.28429760112201796,0.8465205378830434,1.1465882893651724,203580.51085816696,47.59111116270841
79,150245.7644045353,0.2073734033458866,1.0567063078284264,0.877388009428978,327834.85249403864,24.639393808775626
80,92725.04609078169,0.13602362460113132,0.9450515542179346,1.0865378007292747,401901.22417937964,20.167631270419143
81,165658.2692824304,0.257264016164681,0.9824259873479605,0.8138883974403144,110319.66290226206,56.409965302724444
82,137313.8862848282,0.15944708379430697,0.8840850725769996,0.9536141768097878,250965.63322283328,17.55944352788578
83,108146.73790708184,0.33220165468322116,1.0193317808210849,1.0219139944761992,180659.82442004606,40.37683642428279
84,169071.89555466175,0.31921762628707107,0.8972964204847813,0.8974683430045843,370723.5535057448,34.83793009127118
85,104489.10372331738,0.17245326735503042,1.0121713057160378,1.12846337556839,44446.6601729393,57.469487501107565
86,147953.59877869487,0.12662439849043267,0.9989614550024271,0.9325342789292336,230244.70048315823,39.35557105648059
87,113661.54823452234,0.23692767230169848,0.9363299157470465,1.1676958438009024,276559.7903682478,25.707291730500835
88,134924.65002462268,0.13805685890628025,1.1731408391147853,0.8109683841466904,152136.67625460774,49.30113775780608
89,92445.57471945882,0.21259579616541974,0.8348669275641442,1.002930198609829,78409.77283339947,41.7353869434916
90,157116.87944829464,0.2790528314863052,1.0748029418289662,0.9714253287762403,465858.28326115385,19.16728270929322
91,106721.72160819173,0.18968727255127393,1.1312001783400774,0.9974470254033804,390038.6164127104,36.62810292239821
92,164056.70626088977,0.1439149378846027,0.8678233027458191,1.1886269193142653,345146.6567229293,52.895257481853484
93,176194.6371011436,0.10442082259861753,1.0921056479215623,1.0678697492927314,267925.6558875181,45.53456389719452
94,155660.04442051053,0.3171103607800417,0.824269773811102,1.0801561798900365,285701.3693686202,30.2976670672012
95,133223.6771658063,0.10321300322919154,0.922806166484952,1.140622468292713,87297.87987047806,37.54325194448562
96,112409.18396040797,0.27179469839463943,1.1860817383974789,0.8838490437716245,442326.7611458525,14.54570629992037
97,125158.14734622836,0.2244527167995926,0.9602362792938948,0.9601483877748251,365446.98516204953,27.504104358297706
98,146085.54366976023,0.15053271883386188,1.1484509129077196,1.0158748656511307,64366.643594857305,50.47823164502622
99,153208.45248177648,0.2778912977529876,0.9432964291423559,0.8486694604158402,170800.29400074854,14.967205952932659
100,95696.50126621127,0.23251910116965885,1.0549458034336567,1.040253333747387,96735.68577798083,34.30683840259872
101,162795.18652707338,0.12407432826968842,1.0175766304135323,0.8597791876643897,409958.56975607574,40.835073952118364
102,105274.0416675806,0.16574471355384218,0.9806655053049326,1.0510201167315245,339616.64477571845,48.66087947965064
103,140163.28977420926,0.32591017206156625,1.1159123118966818,0.9202233508229256,204429.2219096981,25.066898050604646
104,101112.88458108902,0.32750827079857703,0.9878252204507589,1.194666713476181,461398.4288343601,42.570623756678984
105,172473.69626536965,0.16416721233560705,1.1027001980692148,0.826174732670188,70240.0314398855,19.44547894248962
106,129994.94617804885,0.11839620236324147,0.8892920330166817,1.0346034478396178,140467.33135297894,24.049431972023818
107,144568.64830106497,0.2566151565120928,1.0010419227182865,0.9913279488682747,275598.6319366656,46.92072876047868
108,160406.13466873765,0.20442456189337188,0.925200555101037,0.9048283141106367,47210.00344712287,32.554006769329064
109,89133.83588194847,0.2872304354170617,1.1651364769786596,1.073836235702038,384195.0248116441,55.72074451548633
110,110014.0343606472,0.2936973331199121,0.8688032977283001,0.926544028148055,115821.48780807853,52.246385992690435
111,138744.78155747056,0.19797457577346825,1.0336400330066682,1.094792154431343,416733.0654913746,28.60978187098875
112,94173.48450049758,0.11253723330160603,1.1945485580712556,0.9649948298931121,351394.53157218173,32.01147857683654
113,151508.04856792092,0.18707662603306585,0.8064279586076737,1.174205656349659,392787.7952667512,12.808655959013988
114,122859.68691110611,0.30457482485166754,1.0962037585675717,0.8049536895006896,37702.89999183267,36.51765721381815
115,138103.6719493568,0.30637894853939307,0.8582003798335791,1.1614249378442765,127121.19479786605,56.25043541075508
116,166448.53122532368,0.11445529460716994,0.9565391346812249,1.0218536537140608,447601.68290363625,17.27873014506219
117,123513.00094276667,0.1960546013103146,0.8205695990473032,0.9387634109705687,325502.3849164508,20.32081536497781
118,151026.10869333148,0.29559403937974016,1.082258265838027,1.082182152569294,219214.3744328618,43.22339251451255
